ID,Nombre,Categoria,Marca,Precio,CodeBar
904,Flower - Daisies,n/a,Eaton vance Floating-Rate Income Plus Fund,$7.51,811-49-0923
905,Appetizer - Smoked Salmon / Dill,Technology,Kyocera Corporation,$47.40,869-35-9675
906,Crab Meat Claw Pasteurise,Capital Goods,Ferroglobe PLC,$73.84,202-71-7851
907,Pepper - Green Thai,n/a,Federal Agricultural Mortgage Corporation,$63.75,474-91-1612
908,Cheese - La Sauvagine,Consumer Services,Chesapeake Lodging Trust,$18.66,310-61-1993
909,"Wine - Magnotta, White",n/a,"Synthetic Fixed-Income Securities, Inc.",$85.68,325-20-7153
910,Cookie Dough - Chocolate Chip,Technology,"First Solar, Inc.",$78.56,553-96-1584
911,"Nut - Pecan, Pieces",Finance,FinTech Acquisition Corp. II,$1.98,492-25-4414
912,Jolt Cola,Health Care,"Epizyme, Inc.",$59.44,148-47-1513
913,"Lamb - Leg, Diced",Technology,Pointer Telocation Ltd.,$82.81,660-11-8897
914,Dish Towel,n/a,Berkshire Hathaway Inc.,$81.97,689-18-0735
915,Beer - Fruli,Finance,"Prudential Bancorp, Inc.",$54.56,442-43-0993
916,Latex Rubber Gloves Size 9,Health Care,"Aquinox Pharmaceuticals, Inc.",$76.13,143-66-1325
917,Glass Clear 7 Oz Xl,Public Utilities,MER Telemanagement Solutions Ltd.,$8.61,467-06-1626
918,"Croissant, Raw - Mini",Technology,Xperi Corporation,$15.30,429-85-7758
919,Potatoes - Parissienne,Finance,"Value Line, Inc.",$79.97,392-48-3044
920,Vinegar - Red Wine,Public Utilities,Atento S.A.,$38.00,678-43-1785
921,"Potatoes - Purple, Organic",n/a,Western Asset High Yield Defined Opportunity Fund Inc.,$69.08,622-69-1313
922,Water - Evian 355 Ml,Health Care,Vanda Pharmaceuticals Inc.,$14.89,479-31-9098
923,Monkfish - Fresh,Consumer Services,Sonic Corp.,$91.91,670-06-5205
924,Plastic Arrow Stir Stick,Consumer Services,Teekay Offshore Partners L.P.,$19.90,195-96-3764
925,Coffee - Flavoured,Health Care,"Nu Skin Enterprises, Inc.",$9.99,691-97-7827
926,Broom And Broom Rack White,Finance,SVB Financial Group,$26.05,307-27-8394
927,Coffee - Egg Nog Capuccino,Energy,"RPC, Inc.",$89.80,387-85-7990
928,Pate - Liver,Consumer Services,News Corporation,$62.77,768-27-6751
929,"Cup - 6oz, Foam",Finance,"United Financial Bancorp, Inc. ",$32.81,170-20-7058
930,Yogurt - Assorted Pack,Health Care,"Aldeyra Therapeutics, Inc.",$66.10,608-87-4034
931,Pork - Hock And Feet Attached,Consumer Durables,Foamix Pharmaceuticals Ltd.,$25.38,808-04-6776
932,English Muffin,Technology,"Ellie Mae, Inc.",$26.50,377-80-0707
933,Water - Evian 355 Ml,Capital Goods,Fiat Chrysler Automobiles N.V.,$73.34,895-46-9964
934,Chocolate - Feathers,Health Care,"SCYNEXIS, Inc.",$37.83,796-33-1006
935,"Cheese - Havarti, Roasted Garlic",Finance,TFS Financial Corporation,$64.96,854-09-2452
936,Beef - Top Sirloin - Aaa,Capital Goods,"Motorcar Parts of America, Inc.",$82.92,640-04-3856
937,Vinegar - White,n/a,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",$71.45,483-13-0808
938,Onions - Red Pearl,Finance,"ING Group, N.V.",$71.36,175-79-9770
939,Scallops - U - 10,Capital Goods,Bel Fuse Inc.,$68.73,800-47-2144
940,Oil - Sesame,Health Care,Amarin Corporation plc,$96.97,129-16-7786
941,"Wine - White, Ej Gallo",n/a,Nuveen S&P 500 Buy-Write Income Fund,$10.36,227-82-4322
942,Cactus Pads,Basic Industries,"CF Industries Holdings, Inc.",$30.33,758-71-5083
943,Wine - Prosecco Valdobiaddene,Consumer Services,La Quinta Holdings Inc.,$67.72,149-31-7546
944,Cardamon Ground,Technology,"Kelly Services, Inc.",$29.26,259-29-3100
945,"Hickory Smoke, Liquid",Consumer Durables,Silgan Holdings Inc.,$23.81,472-42-7875
946,Bread - Bistro White,Consumer Services,"U.S. Auto Parts Network, Inc.",$58.14,785-77-8752
947,Island Oasis - Raspberry,Energy,NOW Inc.,$90.77,852-42-0818
948,Sunflower Seed Raw,n/a,Molson Coors Brewing  Company,$43.89,165-93-3282
949,Wine - Magnotta - Pinot Gris Sr,Finance,M&T Bank Corporation,$26.82,876-65-0170
950,Mudslide,Health Care,"Onconova Therapeutics, Inc.",$23.92,287-42-6132
951,Snapple Raspberry Tea,Consumer Durables,"Nexeo Solutions, Inc.",$91.66,707-33-1159
952,Grapes - Red,n/a,"Western Asset Municipal Partners Fund, Inc.",$7.81,237-32-0150
953,Cherries - Frozen,Finance,"Nelnet, Inc.",$10.45,678-85-1271
954,Apples - Spartan,n/a,Oxford Lane Capital Corp.,$27.65,482-49-6645
955,Towel Dispenser,Health Care,"AnaptysBio, Inc.",$54.36,451-38-3971
956,Bagel - Everything,Capital Goods,Cesca Therapeutics Inc.,$89.82,286-21-9309
957,Bread - Granary Small Pull,Energy,PrimeEnergy Corporation,$62.24,412-02-0972
958,Tomatoes Tear Drop Yellow,Technology,Veeco Instruments Inc.,$45.64,405-01-8238
959,"Pepper - Paprika, Hungarian",Finance,"Safety Insurance Group, Inc.",$84.09,412-47-4948
960,"Beans - Long, Chinese",n/a,CM Finance Inc,$79.51,160-88-0163
961,Cinnamon Rolls,n/a,Summit State Bank,$43.54,390-36-3963
962,Duck - Whole,Basic Industries,Potash Corporation of Saskatchewan Inc.,$21.84,609-75-4520
963,Gatorade - Lemon Lime,Technology,"CommerceHub, Inc.",$87.14,676-83-3230
964,"Wine - White, Lindemans Bin 95",Health Care,"Five Prime Therapeutics, Inc.",$45.14,448-05-1283
965,V8 - Tropical Blend,Consumer Services,Huron Consulting Group Inc.,$77.10,229-69-3929
966,"Asparagus - White, Fresh",Consumer Services,"Colony NorthStar, Inc.",$90.57,815-28-5776
967,Iced Tea Concentrate,Energy,"Diamond Offshore Drilling, Inc.",$79.97,130-20-8879
968,Syrup - Pancake,Technology,CDI Corporation,$4.81,639-69-0109
969,"Pepper - White, Whole",Finance,X-Links Gold Shares Covered Call ETN,$26.78,110-39-3920
970,Bread - Pain Au Liat X12,n/a,"Aberdeen Singapore Fund, Inc.",$68.94,245-38-3937
971,Cabbage - Red,Health Care,CRISPR Therapeutics AG,$49.46,892-17-6417
972,Truffle Cups - Red,Public Utilities,8x8 Inc,$28.76,244-85-6713
973,Breadfruit,Health Care,"Alliance HealthCare Services, Inc.",$29.30,899-13-4496
974,"Chicken - Wings, Tip Off",Public Utilities,Verizon Communications Inc.,$66.57,439-23-8047
975,"Bread - Roll, Canadian Dinner",Technology,Cabot Microelectronics Corporation,$10.88,300-29-8028
976,"Marjoram - Dried, Rubbed",Capital Goods,James Hardie Industries plc.,$40.39,153-54-7393
977,Soup Campbells Split Pea And Ham,Finance,Federated National Holding Company,$33.27,139-45-6741
978,Pastry - Apple Large,Consumer Non-Durables,"Winnebago Industries, Inc.",$67.49,442-07-0959
979,Sage - Rubbed,n/a,Alpine Total Dynamic Dividend Fund,$56.50,503-84-4073
980,Bread - Rye,Finance,Marriot Vacations Worldwide Corporation,$23.60,103-57-5428
981,Juice Peach Nectar,Health Care,Vical Incorporated,$49.19,643-58-8332
982,Beans - Wax,n/a,Alcentra Capital Corp.,$84.83,250-38-4837
983,Island Oasis - Mango Daiquiri,n/a,Alcentra Capital Corp.,$17.84,112-61-4659
984,Egg - Salad Premix,Public Utilities,Korea Electric Power Corporation,$74.23,787-06-3759
985,Bread Crumbs - Panko,Finance,Independent Bank Corp.,$53.47,682-51-4524
986,Pork Casing,Transportation,"Echo Global Logistics, Inc.",$6.62,442-01-3335
987,Appetizer - Assorted Box,Finance,Capital City Bank Group,$36.20,306-61-8175
988,Pastry - Plain Baked Croissant,n/a,"NextEra Energy, Inc.",$31.63,451-18-0463
989,Olives - Kalamata,Technology,Quantum Corporation,$9.98,754-48-2665
990,Coffee - French Vanilla Frothy,n/a,Western Asset Bond Fund,$33.11,274-41-5252
991,Flour - Chickpea,Health Care,"Medpace Holdings, Inc.",$65.12,226-42-9769
992,"Pork - Sausage, Medium",n/a,"MVC Capital, Inc.",$30.42,585-28-5973
993,Cabbage Roll,Transportation,Seanergy Maritime Holdings Corp,$38.13,313-61-1375
994,Wine - Touraine Azay - Le - Rideau,Health Care,"Assembly Biosciences, Inc.",$19.28,277-03-6623
995,Wine - Semi Dry Riesling Vineland,Finance,"AmTrust Financial Services, Inc.",$2.52,592-25-2922
996,Potatoes - Yukon Gold 5 Oz,Consumer Services,Signet Jewelers Limited,$98.67,161-29-9155
997,Peppercorns - Green,Capital Goods,KB Home,$93.61,869-57-9453
998,Napkin White,Health Care,Ligand Pharmaceuticals Incorporated,$16.42,128-42-7741
999,"Soup - Campbells, Lentil",Technology,EchoStar Corporation,$56.55,190-09-2874
1000,Wine - Riesling Dr. Pauly,Health Care,Gemphire Therapeutics Inc.,$71.96,508-53-6679
1001,Turkey - Ground. Lean,Consumer Services,"Daseke, Inc.",$8.30,823-84-5340
1002,Coffee - Irish Cream,Health Care,"GenVec, Inc.",$19.02,770-56-0548
1003,Container - Clear 32 Oz,n/a,Janus Henderson Small/Mid Cap Growth Alpha ETF,$59.99,182-68-3971
1004,Flour - Masa De Harina Mexican,n/a,PowerShares DWA Utilities Momentum Portfolio,$51.64,191-48-0966
1005,Silicone Parch. 16.3x24.3,Consumer Durables,CarMax Inc,$21.20,481-99-6451
1006,Oats Large Flake,n/a,First Trust/Aberdeen Emerging Opportunity Fund,$78.10,813-41-0931
1007,Coffee Cup 16oz Foam,Miscellaneous,HMS Holdings Corp,$42.24,856-62-7784
1008,Sauce - Demi Glace,Consumer Services,"MFA Financial, Inc.",$78.87,243-81-9820
1009,Pepper - Red Bell,Finance,Independent Bank Corporation,$7.91,340-37-4145
1010,Wine - Segura Viudas Aria Brut,Technology,"Smith Micro Software, Inc.",$41.42,783-38-5047
1011,Soup V8 Roasted Red Pepper,n/a,"Blackrock MuniYield Michigan Quality Fund, Inc.",$75.78,493-50-2808
1012,Longos - Chicken Caeser Salad,Health Care,"Cara Therapeutics, Inc.",$71.81,768-22-6426
1013,Olives - Stuffed,Transportation,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,$79.06,831-80-6141
1014,"Split Peas - Yellow, Dry",n/a,First Trust Multi Cap Value AlphaDEX Fund,$55.54,214-76-2098
1015,Island Oasis - Ice Cream Mix,Public Utilities,"GTT Communications, Inc.",$2.49,213-32-2492
1016,"Chicken - Thigh, Bone In",Technology,"Tremor Video, Inc.",$90.14,420-99-4459
1017,Pate Pans Yellow,Health Care,ICON plc,$83.25,307-04-0475
1018,Cheese Cloth,n/a,"AquaBounty Technologies, Inc.",$71.24,519-13-9985
1019,Foam Cup 6 Oz,Consumer Non-Durables,Sony Corp Ord,$91.05,638-81-0269
1020,Veal - Bones,Finance,Kennedy-Wilson Holdings Inc.,$97.32,542-11-2601
1021,Spic And Span All Purpose,n/a,CBX (Listing Market NYSE Networks AE,$81.60,478-94-3824
1022,"Ranchero - Primerba, Paste",n/a,PowerShares S&P SmallCap Industrials Portfolio,$92.47,615-84-8445
1023,Kiwi Gold Zespri,Consumer Durables,Silgan Holdings Inc.,$55.32,224-41-3441
1024,"Doilies - 10, Paper",Finance,"AmTrust Financial Services, Inc.",$21.60,373-10-1004
1025,Curry Paste - Green Masala,Finance,Essent Group Ltd.,$59.50,542-40-7488
1026,"Mushroom - Oyster, Fresh",Finance,Piper Jaffray Companies,$71.73,493-89-3754
1027,Wine - Mondavi Coastal Private,Health Care,"Rennova Health, Inc.",$41.82,254-67-0752
1028,"Nut - Hazelnut, Ground, Natural",n/a,Calamos Global Total Return Fund,$39.42,640-78-4924
1029,Oil - Sunflower,Consumer Services,"CYS Investments, Inc.",$84.18,619-81-8124
1030,Transfer Sheets,n/a,Nuveen Dow 30SM Dynamic Overwrite Fund,$34.24,390-96-7989
1031,Beef Dry Aged Tenderloin Aaa,Consumer Services,Macy's Inc,$62.02,749-20-0611
1032,Beef - Top Sirloin - Aaa,n/a,Hersha Hospitality Trust,$81.63,431-04-5446
1033,Veal - Osso Bucco,n/a,Nuveen Maryland Quality Municipal Income Fund,$39.43,739-38-0225
1034,"Onions - Dried, Chopped",n/a,Pimco New York Municipal Income Fund II,$70.83,874-96-3975
1035,"Nut - Peanut, Roasted",Health Care,Addus HomeCare Corporation,$57.03,558-27-5090
1036,Tarragon - Fresh,n/a,"Sprott Focus Trust, Inc.",$22.35,111-07-9356
1037,Puree - Mocha,Transportation,Scorpio Tankers Inc.,$99.58,727-02-6295
1038,Grapefruit - Pink,Finance,Simmons First National Corporation,$37.94,368-84-2682
1039,Shrimp - Black Tiger 6 - 8,Consumer Non-Durables,Domino's Pizza Inc,$31.59,520-69-2412
1040,Pastry - Chocolate Chip Muffin,Consumer Services,Amec Plc Ord,$58.83,707-84-0900
1041,Cookies Almond Hazelnut,Consumer Services,"Xenia Hotels & Resorts, Inc.",$54.82,454-02-2496
1042,"Beef - Cooked, Corned",Basic Industries,Preformed Line Products Company,$99.97,114-04-5140
1043,"Olives - Black, Pitted",Health Care,"Surgery Partners, Inc.",$72.77,318-88-5393
1044,Glass Clear 8 Oz,n/a,First Trust Small Cap Value AlphaDEX Fund,$25.25,622-63-8267
1045,Grouper - Fresh,Consumer Services,Big 5 Sporting Goods Corporation,$10.60,176-24-9306
1046,Bread - Raisin,n/a,Bank of America Corporation,$41.56,776-37-3856
1047,Pate - Peppercorn,Health Care,"Concert Pharmaceuticals, Inc.",$54.34,839-96-4054
1048,Nectarines,Basic Industries,"Aemetis, Inc",$45.68,550-83-8408
1049,Lambcasing,n/a,"MFA Financial, Inc.",$58.83,352-36-3413
1050,Octopus,Technology,Superconductor Technologies Inc.,$90.75,267-38-0709
1051,Table Cloth 81x81 Colour,Transportation,Swift Transportation Company,$6.45,536-15-5169
1052,Chocolate - Dark Callets,Energy,"Diamond Offshore Drilling, Inc.",$4.49,111-14-4876
1053,Wine - Prem Select Charddonany,n/a,Pennsylvania Real Estate Investment Trust,$21.59,569-62-4068
1054,Wine - Ruffino Chianti Classico,Consumer Durables,Generac Holdlings Inc.,$96.77,114-18-8060
1055,Cookies Cereal Nut,Energy,"American Electric Technologies, Inc.",$82.23,627-62-0441
1056,"Wine - Sherry Dry Sack, William",Finance,Lehman ABS Corporation,$20.48,684-95-4116
1057,Rye Special Old,Consumer Durables,Carvana Co.,$68.81,457-23-4900
1058,"Cheese - Havarti, Roasted Garlic",Capital Goods,Textron Inc.,$15.11,537-90-9013
1059,"Bread - Roll, Calabrese",n/a,"Asia Pacific Fund, Inc. (The)",$43.20,799-75-9922
1060,Cabbage - Red,Technology,"MINDBODY, Inc.",$81.36,310-78-7152
1061,"Wine - Harrow Estates, Vidal",Consumer Durables,Ball Corporation,$40.15,626-97-1390
1062,Yoplait - Strawbrasp Peac,Technology,"Cleantech Solutions International, Inc.",$7.83,362-60-9267
1063,General Purpose Trigger,Health Care,"BioDelivery Sciences International, Inc.",$46.26,743-41-2736
1064,Dragon Fruit,Finance,UBS AG,$93.99,101-05-8910
1065,Wine - Sake,Consumer Services,Thomson Reuters Corp,$52.39,561-74-9242
1066,"Soup - Campbells, Minestrone",n/a,Nuveen Select Tax Free Income Portfolio II,$90.40,601-89-1189
1067,Lamb - Whole Head Off,Consumer Durables,Sonoco Products Company,$15.36,673-38-8182
1068,Creme De Cacao White,Public Utilities,Vistra Energy Corp.,$70.59,702-78-0415
1069,Browning Caramel Glace,Consumer Services,"Urban One, Inc. ",$61.47,245-24-9668
1070,Lamb Leg - Bone - In Nz,Finance,"Community Trust Bancorp, Inc.",$18.85,480-80-5341
1071,Chicken - White Meat With Tender,Finance,"LM Funding America, Inc.",$43.00,739-95-2697
1072,Olives - Stuffed,Technology,Semiconductor  Manufacturing International Corporation,$39.88,678-14-9060
1073,Boogies,Finance,CU Bancorp (CA),$4.84,565-04-6310
1074,Cheese - Stilton,n/a,Stellus Capital Investment Corporation,$58.24,749-36-2973
1075,Tomatoes Tear Drop Yellow,Basic Industries,"Yield10 Bioscience, Inc.",$91.39,475-23-8018
1076,"Mushroom - Porcini, Dry",Capital Goods,Strattec Security Corporation,$45.41,629-30-8785
1077,"Pail - 15l White, With Handle",Capital Goods,TriMas Corporation,$34.42,234-92-9368
1078,"Beans - Kidney, Red Dry",Public Utilities,Sempra Energy,$13.85,470-60-5886
1079,"Cheese - Woolwich Goat, Log",Energy,Matador Resources Company,$26.31,375-28-1620
1080,Bread - Corn Muffaleta Onion,Finance,Electrum Special Acquisition Corporation,$74.47,280-67-2721
1081,Dried Apple,Finance,KeyCorp,$14.29,726-65-9812
1082,"Clams - Littleneck, Whole",n/a,Ares Capital Corporation,$27.01,421-25-6379
1083,Beer - Pilsner Urquell,n/a,Invesco Trust for Investment Grade Municipals,$35.89,687-73-3723
1084,Guinea Fowl,n/a,Bank of America Corporation,$59.98,782-24-9616
1085,Cheese - Marble,Consumer Services,"Exponent, Inc.",$9.81,220-03-8140
1086,Ecolab Digiclean Mild Fm,Finance,"Commerce Bancshares, Inc.",$97.83,733-78-5943
1087,"Juice - Grapefruit, 341 Ml",n/a,"Royce Global Value Trust, Inc.",$31.16,497-09-5995
1088,Pants Custom Dry Clean,Consumer Services,"Ascena Retail Group, Inc.",$12.65,477-41-8591
1089,Eggroll,Consumer Durables,"Innophos Holdings, Inc.",$22.01,337-47-7452
1090,Broom Handle,n/a,Calamos Dynamic Convertible & Income Fund,$73.86,351-90-8735
1091,Pastry - French Mini Assorted,Miscellaneous,"NetEase, Inc.",$45.79,228-19-6353
1092,Tart - Butter Plain Squares,Finance,Leju Holdings Limited,$92.02,209-82-1127
1093,Alize Gold Passion,Public Utilities,BlackBerry Limited,$26.10,178-38-4357
1094,Bread - Flat Bread,n/a,PowerShares DWA Industrials Momentum Portfolio,$51.11,708-12-5294
1095,Tea - Vanilla Chai,Health Care,"TG Therapeutics, Inc.",$37.09,732-07-6818
1096,Tomatoes - Grape,Consumer Services,Wingstop Inc.,$92.55,145-35-8181
1097,Gherkin - Sour,n/a,Duff & Phelps Global Utility Income Fund Inc.,$37.98,502-90-5901
1098,Bar Bran Honey Nut,Health Care,"Eleven Biotherapeutics, Inc.",$70.97,207-98-8644
1099,Lobster - Live,Finance,National General Holdings Corp,$54.45,316-75-4933
1100,Wine - Fume Blanc Fetzer,n/a,Pioneer Municipal High Income Advantage Trust,$87.35,717-23-9812
1101,Vector Energy Bar,Health Care,"CryoLife, Inc.",$47.71,144-36-1876
1102,Gatorade - Xfactor Berry,Consumer Non-Durables,InfoSonics Corp,$91.30,295-12-3624
1103,Milk - Chocolate 500ml,Technology,Sina Corporation,$91.12,514-91-5585
1104,Oil - Macadamia,Consumer Durables,"Camping World Holdings, Inc.",$67.65,667-58-9686
1105,Spice - Chili Powder Mexican,Capital Goods,"Mueller Industries, Inc.",$39.15,400-59-5676
1106,"Tomatoes - Vine Ripe, Yellow",Finance,Avista Healthcare Public Acquisition Corp.,$76.91,881-10-9960
1107,Garlic - Elephant,n/a,"Blackrock MuniYield California Fund, Inc.",$27.37,834-21-1195
1108,"Sprite, Diet - 355ml",Energy,Penn West Petroleum Ltd,$73.09,786-25-6898
1109,Carbonated Water - White Grape,Health Care,CONMED Corporation,$87.66,803-68-8637
1110,Shrimp - 150 - 250,Capital Goods,Cognex Corporation,$59.31,312-55-2604
1111,Island Oasis - Wildberry,Technology,MicroStrategy Incorporated,$23.59,886-60-7459
1112,Wine - Ej Gallo Sierra Valley,Health Care,Oramed Pharmaceuticals Inc.,$23.90,871-61-2965
1113,Spring Roll Veg Mini,n/a,Baltimore Gas & Electric Company,$23.29,688-63-7668
1114,"Lamb - Whole, Fresh",n/a,"SunTrust Banks, Inc.",$67.35,312-08-4182
1115,Mince Meat - Filling,n/a,First Trust Nasdaq Pharmaceuticals ETF,$97.08,720-94-9837
1116,Pastry - Raisin Muffin - Mini,Health Care,"Soleno Therapeutics, Inc.",$59.05,115-45-4781
1117,Soup - Campbells Chili,Finance,UMB Financial Corporation,$74.56,296-18-4757
1118,Cinnamon Rolls,n/a,Wells Fargo & Company,$78.94,855-28-7931
1119,Coriander - Ground,Technology,"Endurance International Group Holdings, Inc.",$94.16,579-08-4603
1120,Chips - Doritos,Health Care,"Collegium Pharmaceutical, Inc.",$98.64,155-23-8682
1121,Cake - French Pear Tart,Consumer Services,"CareTrust REIT, Inc.",$7.13,389-31-4716
1122,Carbonated Water - Peach,Capital Goods,"Roka Bioscience, Inc.",$85.05,447-96-1077
1123,"Placemat - Scallop, White",Public Utilities,Algonquin Power & Utilities Corp.,$75.00,741-14-1599
1124,Juice - Lemon,Consumer Services,China Auto Logistics Inc.,$46.79,439-52-7368
1125,The Pop Shoppe - Cream Soda,n/a,Special Opportunities Fund Inc.,$30.37,318-48-8799
1126,Pear - Packum,Finance,Altisource Residential Corporation,$70.79,300-05-1468
1127,Wine - Zinfandel California 2002,n/a,Nuveen Preferred Income Opportunites Fund,$87.96,630-24-7446
1128,"Lemonade - Kiwi, 591 Ml",Health Care,Nexvet Biopharma plc,$87.88,544-71-3418
1129,Bandage - Fexible 1x3,Health Care,"BeiGene, Ltd.",$7.57,133-18-1273
1130,Flavouring Vanilla Artificial,Capital Goods,"MOCON, Inc.",$65.93,700-06-8701
1131,Mushroom - White Button,Consumer Services,Quotient Technology Inc.,$28.10,128-91-3272
1132,"Plate - Foam, Bread And Butter",Technology,Microsoft Corporation,$78.88,365-10-4486
1133,Yogurt - Plain,n/a,"Boston Properties, Inc.",$75.63,659-73-3808
1134,Pork - Belly Fresh,Technology,Cray Inc,$59.24,829-33-0218
1135,Yoplait - Strawbrasp Peac,Consumer Durables,Compass Diversified Holdings,$26.44,457-75-3723
1136,"Crab - Dungeness, Whole, live",Basic Industries,Endeavour Silver Corporation,$37.02,777-69-8817
1137,Napkin White - Starched,n/a,RAIT Financial Trust,$8.68,140-31-1161
1138,Garlic - Elephant,Consumer Services,"Ross Stores, Inc.",$20.00,169-09-5507
1139,Yukon Jack,n/a,Fly Leasing Limited,$8.98,515-96-6693
1140,Veal - Ground,Health Care,Vascular Biogenics Ltd.,$30.22,394-48-1559
1141,Veal - Inside,Finance,"M I Acquisitions, Inc.",$49.04,136-74-6160
1142,"Bread - Roll, Soft White Round",n/a,Great Elm Capital Corp.,$60.02,545-37-0342
1143,Cookie Dough - Oatmeal Rasin,Finance,"Donegal Group, Inc.",$95.20,164-98-9794
1144,Dr. Pepper - 355ml,Transportation,Tsakos Energy Navigation Ltd,$44.26,209-38-9355
1145,Iced Tea Concentrate,Consumer Durables,Deluxe Corporation,$92.72,545-37-4129
1146,Potatoes - Idaho 100 Count,Finance,BankFinancial Corporation,$36.87,827-57-3452
1147,Pancetta,n/a,"China Fund, Inc. (The)",$44.64,286-83-9790
1148,Cake - Cake Sheet Macaroon,Finance,"MarketAxess Holdings, Inc.",$5.62,610-79-0815
1149,"Pasta - Linguini, Dry",n/a,Blackstone GSO Long Short Credit Income Fund,$82.76,470-50-1603
1150,Chocolate - Compound Coating,Energy,"Plug Power, Inc.",$0.09,715-88-5949
1151,Quail Eggs - Canned,Finance,"AMERIPRISE FINANCIAL SERVICES, INC.",$69.82,310-54-2555
1152,Bread Foccacia Whole,Consumer Services,"Expedia, Inc.",$84.50,680-88-8459
1153,Vaccum Bag - 14x20,n/a,DHX Media Ltd.,$65.08,382-05-1568
1154,Shrimp - 31/40,Technology,Mimecast Limited,$3.31,779-63-1457
1155,Orange - Tangerine,Technology,"Photronics, Inc.",$20.98,374-13-6923
1156,Basil - Seedlings Cookstown,Capital Goods,Neonode Inc.,$40.17,719-32-6001
1157,Nantucket Apple Juice,Miscellaneous,Diebold Nixdorf Incorporated,$66.93,274-69-8164
1158,Flour Pastry Super Fine,Health Care,United Therapeutics Corporation,$66.48,445-18-3778
1159,Muffin - Mix - Creme Brule 15l,Capital Goods,Esterline Technologies Corporation,$12.51,310-07-3719
1160,Soap - Hand Soap,Miscellaneous,eBay Inc.,$88.60,324-94-5630
1161,Onions - Vidalia,Finance,"The Hanover Insurance Group, Inc.",$75.73,861-36-1393
1162,Cardamon Seed / Pod,Consumer Services,Bed Bath & Beyond Inc.,$90.22,798-70-9592
1163,Bread - Triangle White,Consumer Non-Durables,Differential Brands Group Inc.,$53.09,676-70-0822
1164,Container - Foam Dixie 12 Oz,Public Utilities,Turkcell Iletisim Hizmetleri AS,$83.72,898-48-7465
1165,Cookies Cereal Nut,Health Care,"Ironwood Pharmaceuticals, Inc.",$5.30,805-89-1446
1166,Sugar - Fine,Public Utilities,SJW Group,$95.34,871-18-8504
1167,Sausage - Breakfast,n/a,Nuveen High Income 2020 Target Term Fund,$52.79,490-70-8121
1168,Wine - Casillero Del Diablo,Technology,Milacron Holdings Corp.,$31.81,191-78-1438
1169,Ocean Spray - Ruby Red,Health Care,"Spring Bank Pharmaceuticals, Inc.",$25.18,165-69-3758
1170,Bouillion - Fish,n/a,PowerShares International BuyBack Achievers Portfolio,$65.13,433-79-3054
1171,Isomalt,Finance,"American Financial Group, Inc.",$31.42,573-57-5807
1172,Lid - 3oz Med Rec,Public Utilities,Cone Midstream Partners LP,$61.76,440-65-4435
1173,Wanton Wrap,n/a,Cohen & Steers Reit and Preferred Income Fund Inc,$28.11,207-07-6178
1174,Pear - Halves,Consumer Durables,"Revolution Lighting Technologies, Inc.",$76.73,597-53-2316
1175,"Wine - Red, Antinori Santa",n/a,Washington Prime Group Inc.,$31.60,340-71-0402
1176,Sobe - Green Tea,Capital Goods,AGCO Corporation,$84.63,552-48-7910
1177,Ginger - Crystalized,Consumer Services,American Homes 4 Rent,$62.80,207-71-8908
1178,Beef - Ox Tongue,Basic Industries,E.I. du Pont de Nemours and Company,$91.50,259-28-5329
1179,Mix - Cappucino Cocktail,n/a,Vanguard Russell 1000 Value ETF,$47.81,808-14-1876
1180,Cookies - Fortune,n/a,TriplePoint Venture Growth BDC Corp.,$78.14,816-77-6074
1181,Appetizer - Seafood Assortment,n/a,WisdomTree Japan Hedged SmallCap Equity Fund,$53.47,388-45-5211
1182,Bonito Flakes - Toku Katsuo,Finance,Invesco Plc,$85.71,151-48-7753
1183,Tuna - Salad Premix,Miscellaneous,"LSC Communications, Inc.",$31.19,866-88-7778
1184,"Appetizer - Mini Egg Roll, Shrimp",Consumer Services,"Planet Fitness, Inc.",$51.51,394-96-9675
1185,Broom - Push,Finance,Government Properties Income Trust,$69.75,733-76-0879
1186,Beer - Mcauslan Apricot,Finance,"Carolina Trust BancShares, Inc.",$83.94,519-11-0201
1187,Steampan Lid,Basic Industries,Lennar Corporation,$93.02,858-29-8499
1188,"Veal - Round, Eye Of",Capital Goods,Astrotech Corporation,$46.47,117-30-1142
1189,"Iced Tea - Lemon, 460 Ml",Technology,Black Box Corporation,$70.71,195-55-6010
1190,Wine - Magnotta - Cab Franc,Basic Industries,"KMG Chemicals, Inc.",$64.46,800-18-6599
1191,Beer - Maudite,Finance,"CNO Financial Group, Inc.",$38.31,142-55-1780
1192,"Wine - Magnotta, Merlot Sr Vqa",Consumer Non-Durables,"Post Holdings, Inc.",$70.18,156-19-8889
1193,"Cheese - Brie, Triple Creme",n/a,Nuveen AMT-Free Quality Municipal Income Fund,$22.42,384-93-4972
1194,Pepper - Red Chili,Technology,Brightcove Inc.,$63.79,783-50-7494
1195,Soup - Campbells Asian Noodle,Finance,Kayne Anderson Acquisition Corp.,$66.40,747-44-5264
1196,Juice - Cranberry 284ml,n/a,Opus Bank,$58.97,493-48-8637
1197,Sage - Ground,Energy,"Recon Technology, Ltd.",$79.27,647-19-9867
1198,Pie Filling - Pumpkin,n/a,"TPG Specialty Lending, Inc.",$86.38,736-44-7454
